scaling,rep,omega,treelen
yang,23,0.9,0.817875747048
neutral,23,0.9,0.749115744563
yang,24,0.9,0.883919830729
neutral,24,0.9,0.80013266504
yang,25,0.9,0.826418985178
neutral,25,0.9,0.817866362537
yang,26,0.9,0.803486414695
neutral,26,0.9,0.700527898107
yang,27,0.9,0.850515882631
neutral,27,0.9,0.783651954671
yang,28,0.9,0.783771421051
neutral,28,0.9,0.719448318105
yang,29,0.9,0.741431491604
neutral,29,0.9,0.741647663763
yang,30,0.9,0.822262219988
neutral,30,0.9,0.759031109847
yang,31,0.9,0.784994441928
neutral,31,0.9,0.73946704908
yang,32,0.9,0.768010370093
neutral,32,0.9,0.753380636127
yang,33,0.9,0.869934612772
neutral,33,0.9,0.719815029087
yang,34,0.9,0.765077152741
neutral,34,0.9,0.674503918507
yang,35,0.9,0.817682982116
neutral,35,0.9,0.808125256922
yang,36,0.9,0.778265511832
neutral,36,0.9,0.700388825685
yang,37,0.9,0.883741293416
neutral,37,0.9,0.661038196477
yang,38,0.9,0.848342888555
neutral,38,0.9,0.749570236228
yang,39,0.9,0.752899449897
neutral,39,0.9,0.797717921372
yang,40,0.9,0.774882454243
neutral,40,0.9,0.737002450246
yang,41,0.9,0.779818554714
neutral,41,0.9,0.781411321512
yang,42,0.9,0.834866452018
neutral,42,0.9,0.765705994242
yang,43,0.9,0.88887950611
neutral,43,0.9,0.780039754476
yang,44,0.9,0.800462182805
neutral,44,0.9,0.793185478189
yang,45,0.9,0.771712691564
neutral,45,0.9,0.779719913784
yang,46,0.9,0.850542078686
neutral,46,0.9,0.713631624532
yang,47,0.9,0.791422907988
neutral,47,0.9,0.737194269536
yang,48,0.9,0.841305040496
neutral,48,0.9,0.724851134445
yang,49,0.9,0.844566747604
neutral,49,0.9,0.750960980159
yang,0,1.0,0.789838782561
neutral,0,1.0,0.744728943116
yang,1,1.0,0.805516098394
neutral,1,1.0,0.732731040351
yang,2,1.0,0.843876273657
neutral,2,1.0,0.776829364401
yang,3,1.0,0.855957452972
neutral,3,1.0,0.854670043028
yang,4,1.0,0.818196564628
neutral,4,1.0,0.899070379569
yang,5,1.0,0.792577518053
neutral,5,1.0,0.854466544836
yang,6,1.0,0.811451218117
neutral,6,1.0,0.837036031437
yang,7,1.0,0.837207051884
neutral,7,1.0,0.865731552822
yang,8,1.0,0.734345362822
neutral,8,1.0,0.79135533329
yang,9,1.0,0.854426986002
neutral,9,1.0,0.802724335852
yang,10,1.0,0.791977742211
neutral,10,1.0,0.794464374991
yang,11,1.0,0.765917648323
neutral,11,1.0,0.825445121208
yang,12,1.0,0.891935847146
neutral,12,1.0,0.765142921302
yang,13,1.0,0.81052009237
neutral,13,1.0,0.756373313694
yang,14,1.0,0.795586424285
neutral,14,1.0,0.813089228178
yang,15,1.0,0.758323704743
neutral,15,1.0,0.880247377562
yang,16,1.0,0.816520915254
neutral,16,1.0,0.778714291081
yang,17,1.0,0.775931133192
neutral,17,1.0,0.841805632508
yang,18,1.0,0.739695677843
neutral,18,1.0,0.79438190778
yang,19,1.0,0.858021299828
neutral,19,1.0,0.79501359116
yang,20,1.0,0.849098067225
neutral,20,1.0,0.756409393182
yang,21,1.0,0.84552797983
neutral,21,1.0,0.799863834603
yang,22,1.0,0.765388275367
neutral,22,1.0,0.810341775532
yang,23,1.0,0.829049684692
neutral,23,1.0,0.768288674827
yang,24,1.0,0.793982847515
neutral,24,1.0,0.826564563312
yang,25,1.0,0.846637516391
neutral,25,1.0,0.754309521707
yang,26,1.0,0.719696411839
neutral,26,1.0,0.779077399257
yang,27,1.0,0.813903022635
neutral,27,1.0,0.753051658639
yang,28,1.0,0.816085152077
neutral,28,1.0,0.770322327969
yang,29,1.0,0.842476551301
neutral,29,1.0,0.798817052297
yang,30,1.0,0.766174851194
neutral,30,1.0,0.798801707705
yang,31,1.0,0.803507890861
neutral,31,1.0,0.834141131434
yang,32,1.0,0.880824259365
neutral,32,1.0,0.875656093723
yang,33,1.0,0.80737947952
neutral,33,1.0,0.810086045239
yang,34,1.0,0.812808283654
neutral,34,1.0,0.773674846606
yang,35,1.0,0.809352526108
neutral,35,1.0,0.79978941326
yang,36,1.0,0.83356770631
neutral,36,1.0,0.78143098747
yang,37,1.0,0.812143444034
neutral,37,1.0,0.758231858023
yang,38,1.0,0.858144164381
neutral,38,1.0,0.737075022907
yang,39,1.0,0.798272783795
neutral,39,1.0,0.823407977989
yang,40,1.0,0.772848245332
neutral,40,1.0,0.792582964152
yang,41,1.0,0.787703877361
neutral,41,1.0,0.802435584686
yang,42,1.0,0.777862896871
neutral,42,1.0,0.769190039122
yang,43,1.0,0.857382534796
neutral,43,1.0,0.82849022579
yang,44,1.0,0.779106491394
neutral,44,1.0,0.805043200129
yang,45,1.0,0.838808212239
neutral,45,1.0,0.838112440776
yang,46,1.0,0.801554055901
neutral,46,1.0,0.78575353133
yang,47,1.0,0.787799663616
neutral,47,1.0,0.834790316657
yang,48,1.0,0.746914007246
neutral,48,1.0,0.76737093279
yang,49,1.0,0.794674679175
neutral,49,1.0,0.880465933105
yang,0,1.1,0.832926810299
neutral,0,1.1,0.901994835168
yang,1,1.1,0.758020621616
neutral,1,1.1,0.936254826322
yang,2,1.1,0.809509921948
neutral,2,1.1,0.837365284555
yang,3,1.1,0.802139774009
neutral,3,1.1,0.830752356985
yang,4,1.1,0.766287483362
neutral,4,1.1,0.800416403858
yang,5,1.1,0.762601749927
neutral,5,1.1,0.848488282363
yang,6,1.1,0.791927911769
neutral,6,1.1,0.844196300671
yang,7,1.1,0.777561779401
neutral,7,1.1,0.901279577615
yang,8,1.1,0.814281539865
neutral,8,1.1,0.869231548318
yang,9,1.1,0.78929120974
neutral,9,1.1,0.817893499196
yang,10,1.1,0.829193654169
neutral,10,1.1,0.852000474023
yang,11,1.1,0.830311330762
neutral,11,1.1,0.908613500499
yang,12,1.1,0.842401394488
neutral,12,1.1,0.83820255631
yang,13,1.1,0.767838911428
neutral,13,1.1,0.900982522729
yang,14,1.1,0.810089986908
neutral,14,1.1,0.849043303658
yang,15,1.1,0.839786338696
neutral,15,1.1,0.883976090452
yang,16,1.1,0.757348545401
neutral,16,1.1,0.885305422436
yang,17,1.1,0.798258594494
neutral,17,1.1,0.902577631603
yang,18,1.1,0.853416021229
neutral,18,1.1,0.938539769188
yang,19,1.1,0.821925021481
neutral,19,1.1,0.838552109655
yang,20,1.1,0.816224995217
neutral,20,1.1,0.925415612257
yang,21,1.1,0.773382516047
neutral,21,1.1,0.73959258982
yang,22,1.1,0.764819254176
neutral,22,1.1,0.888859683303
yang,23,1.1,0.846713457728
neutral,23,1.1,0.899462505346
yang,24,1.1,0.838043758041
neutral,24,1.1,0.875093232709
yang,25,1.1,0.763435269953
neutral,25,1.1,0.845201374666
yang,26,1.1,0.818387116039
neutral,26,1.1,0.908360202014
yang,27,1.1,0.787186163236
neutral,27,1.1,0.876946577161
yang,28,1.1,0.834002778492
neutral,28,1.1,0.861518672078
yang,29,1.1,0.796006060994
neutral,29,1.1,0.867179665366
yang,30,1.1,0.845995989825
neutral,30,1.1,0.932522810259
yang,31,1.1,0.794085239591
neutral,31,1.1,0.849676796956
yang,32,1.1,0.828953463613
neutral,32,1.1,0.876804001867
yang,33,1.1,0.833818640173
neutral,33,1.1,0.917009971267
yang,34,1.1,0.835099571005
neutral,34,1.1,0.879478610115
yang,35,1.1,0.792816435795
neutral,35,1.1,0.848181355856
yang,36,1.1,0.758597306391
neutral,36,1.1,0.867726839394
yang,37,1.1,0.805816883083
neutral,37,1.1,0.923598279686
yang,38,1.1,0.762945144689
neutral,38,1.1,0.862549189017
yang,39,1.1,0.822442175336
neutral,39,1.1,0.888125455707
yang,40,1.1,0.773342615983
neutral,40,1.1,0.887567336265
yang,41,1.1,0.722248339493
neutral,41,1.1,0.900904620295
yang,42,1.1,0.829586906622
neutral,42,1.1,0.885353645105
yang,43,1.1,0.826140522879
neutral,43,1.1,1.0069437782
yang,44,1.1,0.811715702183
neutral,44,1.1,0.815756461604
yang,45,1.1,0.774922467942
neutral,45,1.1,0.868140023737
yang,46,1.1,0.726188458556
neutral,46,1.1,0.877637488969
yang,47,1.1,0.828194363531
neutral,47,1.1,0.851664842676
yang,48,1.1,0.78700910346
neutral,48,1.1,0.920505157227
yang,49,1.1,0.741745702304
neutral,49,1.1,0.87520850588
yang,0,1.2,0.799937048504
neutral,0,1.2,0.83544423117
yang,1,1.2,0.780096119239
neutral,1,1.2,0.947182415147
yang,2,1.2,0.809372157393
neutral,2,1.2,0.958263099319
yang,3,1.2,0.818863604721
neutral,3,1.2,0.936603491921
yang,4,1.2,0.730821233859
neutral,4,1.2,0.968044223799
yang,5,1.2,0.729742523282
neutral,5,1.2,0.96658708036
yang,6,1.2,0.799795561955
neutral,6,1.2,0.856770187808
yang,7,1.2,0.825686560635
neutral,7,1.2,0.971512966755
yang,8,1.2,0.819754872309
neutral,8,1.2,0.925609407599
yang,9,1.2,0.752845793944
neutral,9,1.2,1.02570293011
yang,10,1.2,0.82937775921
neutral,10,1.2,0.936278667126
yang,11,1.2,0.822162940424
neutral,11,1.2,0.951077527231
yang,12,1.2,0.803428696334
neutral,12,1.2,0.916698809568
yang,13,1.2,0.845207309077
neutral,13,1.2,0.894665256317
yang,14,1.2,0.81920391124
neutral,14,1.2,0.959626992832
yang,15,1.2,0.871045862913
neutral,15,1.2,0.883552207348
yang,16,1.2,0.795204541608
neutral,16,1.2,0.950908569595
yang,17,1.2,0.847799085473
neutral,17,1.2,0.912171535157
yang,18,1.2,0.801192635056
neutral,18,1.2,0.938906331788
yang,19,1.2,0.840554989711
neutral,19,1.2,0.937380019134
yang,20,1.2,0.831631327158
neutral,20,1.2,0.962458933515
yang,21,1.2,0.818102835059
neutral,21,1.2,0.897247175915
yang,22,1.2,0.837546510255
neutral,22,1.2,0.904792220783
yang,23,1.2,0.837135865282
neutral,23,1.2,0.906383775539
yang,24,1.2,0.734447223993
neutral,24,1.2,0.861303128749
yang,25,1.2,0.732678943348
neutral,25,1.2,0.910044417303
yang,26,1.2,0.810601657292
neutral,26,1.2,1.01855367228
yang,27,1.2,0.746836468717
neutral,27,1.2,0.917120785863
yang,28,1.2,0.784013898575
neutral,28,1.2,0.880863301013
yang,29,1.2,0.853341162489
neutral,29,1.2,0.859628100639
yang,30,1.2,0.847907614009
neutral,30,1.2,0.876148069416
yang,31,1.2,0.802126398145
neutral,31,1.2,0.8870540328
yang,32,1.2,0.750989930512
neutral,32,1.2,0.909598355414
yang,33,1.2,0.813171556709
neutral,33,1.2,0.862145040462
yang,34,1.2,0.830931992706
neutral,34,1.2,0.990249924547
yang,35,1.2,0.747367387373
neutral,35,1.2,0.91545947334
yang,36,1.2,0.775441123815
neutral,36,1.2,0.914934073789
yang,37,1.2,0.788613993738
neutral,37,1.2,0.903912261919
yang,38,1.2,0.799586831517
neutral,38,1.2,0.951233382038
yang,39,1.2,0.816493021937
neutral,39,1.2,0.862019457808
yang,40,1.2,0.795241495299
neutral,40,1.2,0.86286130421
yang,41,1.2,0.782914371978
neutral,41,1.2,0.891096117026
yang,42,1.2,0.790895646286
neutral,42,1.2,0.946228006406
yang,43,1.2,0.833359277057
neutral,43,1.2,0.922003644334
yang,44,1.2,0.776980191411
neutral,44,1.2,0.958668725259
yang,45,1.2,0.806974620081
neutral,45,1.2,0.904993653413
yang,46,1.2,0.800641041451
neutral,46,1.2,0.933811336752
yang,47,1.2,0.814146902127
neutral,47,1.2,0.917616083889
yang,48,1.2,0.801605488265
neutral,48,1.2,0.903765744303
yang,49,1.2,0.811278546349
neutral,49,1.2,0.906821517043
yang,0,1.3,0.795758504705
neutral,0,1.3,0.967123499566
yang,1,1.3,0.859637455086
neutral,1,1.3,0.980544376537
yang,2,1.3,0.832359579095
neutral,2,1.3,1.00653647622
yang,3,1.3,0.802914680854
neutral,3,1.3,1.02450002257
yang,4,1.3,0.783159647314
neutral,4,1.3,0.991141508397
yang,5,1.3,0.809000426814
neutral,5,1.3,0.993845614976
yang,6,1.3,0.773020691081
neutral,6,1.3,0.938588146073
yang,7,1.3,0.84330013946
neutral,7,1.3,0.978824779761
yang,8,1.3,0.796766314479
neutral,8,1.3,1.0242480503
yang,9,1.3,0.811291365778
neutral,9,1.3,1.02530675129
yang,10,1.3,0.894437797962
neutral,10,1.3,1.01334472241
yang,11,1.3,0.815115631378
neutral,11,1.3,1.06826870155
yang,12,1.3,0.772916500831
neutral,12,1.3,1.04774702935
yang,13,1.3,0.823503077402
neutral,13,1.3,1.00389697903
yang,14,1.3,0.86911120562
neutral,14,1.3,0.942616431379
yang,15,1.3,0.890501197691
neutral,15,1.3,0.903338900148
yang,16,1.3,0.760102749316
neutral,16,1.3,0.994759697043
yang,17,1.3,0.77695145627
neutral,17,1.3,0.984564347269
yang,18,1.3,0.826061647968
neutral,18,1.3,1.02113308775
yang,19,1.3,0.823084537662
neutral,19,1.3,1.04664429083
yang,20,1.3,0.819356705416
neutral,20,1.3,0.882884021647
yang,21,1.3,0.806490375105
neutral,21,1.3,0.942635699911
yang,22,1.3,0.829713944801
neutral,22,1.3,0.945299443906
yang,23,1.3,0.852680040352
neutral,23,1.3,0.910557957472
yang,24,1.3,0.827125457144
neutral,24,1.3,0.989373607552
yang,25,1.3,0.818581057005
neutral,25,1.3,0.93722248915
yang,26,1.3,0.849705373631
neutral,26,1.3,1.00180890935
yang,27,1.3,0.811634233299
neutral,27,1.3,1.08817561942
yang,28,1.3,0.800238145223
neutral,28,1.3,0.943509649191
yang,29,1.3,0.828046941666
neutral,29,1.3,1.02268738433
yang,30,1.3,0.763305787373
neutral,30,1.3,0.953848774701
yang,31,1.3,0.826776034909
neutral,31,1.3,1.0097595028
yang,32,1.3,0.839386910013
neutral,32,1.3,0.986244628741
yang,33,1.3,0.79914254315
neutral,33,1.3,1.0063120082
yang,34,1.3,0.714168928419
neutral,34,1.3,0.995043359518
yang,35,1.3,0.814897562052
neutral,35,1.3,0.93008915852
yang,36,1.3,0.749147808079
neutral,36,1.3,1.01699342058
yang,37,1.3,0.782127831687
neutral,37,1.3,1.0604024515
yang,38,1.3,0.77175933483
neutral,38,1.3,0.94377481436
yang,39,1.3,0.822398517916
neutral,39,1.3,1.05767465241
yang,40,1.3,0.837139992281
neutral,40,1.3,0.999655699093
yang,41,1.3,0.777156403891
neutral,41,1.3,0.951314397821
yang,42,1.3,0.806025398461
neutral,42,1.3,1.08176746452
yang,43,1.3,0.821469060069
neutral,43,1.3,0.972361069265
yang,44,1.3,0.824685311676
neutral,44,1.3,1.06964255726
yang,45,1.3,0.819911926685
neutral,45,1.3,0.946062954859
yang,46,1.3,0.795754952412
neutral,46,1.3,1.03739409977
yang,47,1.3,0.774999643007
neutral,47,1.3,1.00926501686
yang,48,1.3,0.814344673644
neutral,48,1.3,0.988948707592
yang,49,1.3,0.75770922171
neutral,49,1.3,0.909407452593
yang,0,1.4,0.818600255333
neutral,0,1.4,1.03364653564
yang,1,1.4,0.815505128069
neutral,1,1.4,1.03860560357
yang,2,1.4,0.778071162592
neutral,2,1.4,1.03525070077
yang,3,1.4,0.806554030734
neutral,3,1.4,1.13213763802
yang,4,1.4,0.811291111369
neutral,4,1.4,1.00873550954
yang,5,1.4,0.762827484089
neutral,5,1.4,0.997306510489
yang,6,1.4,0.761731307567
neutral,6,1.4,1.07844415364
yang,7,1.4,0.822428487441
neutral,7,1.4,1.07924069924
yang,8,1.4,0.830711846627
neutral,8,1.4,1.10006189409
yang,9,1.4,0.806641848848
neutral,9,1.4,0.977223504385
yang,10,1.4,0.828137331373
neutral,10,1.4,1.07517376893
yang,11,1.4,0.839994882225
neutral,11,1.4,1.04724679416
yang,12,1.4,0.794648530326
neutral,12,1.4,1.05718014978
yang,13,1.4,0.857715099927
neutral,13,1.4,1.1056116115
yang,14,1.4,0.780855643581
neutral,14,1.4,1.03596988192
yang,15,1.4,0.795536855698
neutral,15,1.4,1.05866477012
yang,16,1.4,0.776286383534
neutral,16,1.4,1.04108538983
yang,17,1.4,0.808187813644
neutral,17,1.4,1.1203088379
yang,18,1.4,0.783786928795
neutral,18,1.4,0.983211226691
yang,19,1.4,0.792504116029
neutral,19,1.4,1.07711900025
yang,20,1.4,0.816032070448
neutral,20,1.4,0.960463206583
yang,21,1.4,0.8064469491
neutral,21,1.4,0.999509279897
yang,22,1.4,0.76725270096
neutral,22,1.4,0.956589537562
yang,23,1.4,0.805002139393
neutral,23,1.4,1.15822432601
yang,24,1.4,0.828631761573
neutral,24,1.4,1.04962983789
yang,25,1.4,0.797400047098
neutral,25,1.4,1.06871195539
yang,26,1.4,0.806849973373
neutral,26,1.4,1.11461897265
yang,27,1.4,0.807280096863
neutral,27,1.4,1.05555716531
yang,28,1.4,0.802093132789
neutral,28,1.4,1.10176009133
yang,29,1.4,0.774362117086
neutral,29,1.4,1.12802413652
yang,30,1.4,0.828850121142
neutral,30,1.4,1.09726270572
yang,31,1.4,0.823182957081
neutral,31,1.4,1.05892700068
yang,32,1.4,0.768328723768
neutral,32,1.4,1.00025448754
yang,33,1.4,0.816199539846
neutral,33,1.4,1.10749484785
yang,34,1.4,0.735369473948
neutral,34,1.4,1.15452443265
yang,35,1.4,0.851042495667
neutral,35,1.4,1.09990236607
yang,36,1.4,0.825438157489
neutral,36,1.4,0.998731760723
yang,37,1.4,0.827548251284
neutral,37,1.4,1.12426365309
yang,38,1.4,0.83112184513
neutral,38,1.4,1.07980144585
yang,39,1.4,0.774381009568
neutral,39,1.4,0.992362885317
yang,40,1.4,0.774649949527
neutral,40,1.4,1.06054589793
yang,41,1.4,0.758825317086
neutral,41,1.4,1.08103103161
yang,42,1.4,0.839110200842
neutral,42,1.4,1.07844264424
yang,43,1.4,0.836120961265
neutral,43,1.4,1.0481136627
yang,44,1.4,0.819006782318
neutral,44,1.4,1.07867543173
yang,45,1.4,0.810175183728
neutral,45,1.4,1.07093250407
yang,46,1.4,0.82100072992
neutral,46,1.4,1.05788333122
yang,47,1.4,0.765705293843
neutral,47,1.4,1.08390596723
yang,48,1.4,0.761433320244
neutral,48,1.4,1.07887624392
yang,49,1.4,0.806187968179
neutral,49,1.4,0.981525451612
yang,0,1.5,0.841373094584
neutral,0,1.5,1.18876131768
yang,1,1.5,0.790144667849
neutral,1,1.5,1.01220767886
yang,2,1.5,0.814508863297
neutral,2,1.5,1.1330266228
yang,3,1.5,0.805931258685
neutral,3,1.5,1.05679383869
yang,4,1.5,0.828733817689
neutral,4,1.5,1.14577245509
yang,5,1.5,0.830157258105
neutral,5,1.5,0.989993080833
yang,6,1.5,0.819972608875
neutral,6,1.5,1.13545857274
yang,7,1.5,0.826676272885
neutral,7,1.5,1.07192216368
yang,8,1.5,0.897000634098
neutral,8,1.5,1.12862814799
yang,9,1.5,0.777811094
neutral,9,1.5,1.09322830623
yang,10,1.5,0.845701852443
neutral,10,1.5,0.979960267318
yang,11,1.5,0.757650158322
neutral,11,1.5,1.08389811179
yang,12,1.5,0.829170511658
neutral,12,1.5,1.16838728312
yang,13,1.5,0.807263775288
neutral,13,1.5,1.0960019018
yang,14,1.5,0.796290903745
neutral,14,1.5,1.07307354933
yang,15,1.5,0.781163269438
neutral,15,1.5,1.14951650683
yang,16,1.5,0.809445711547
neutral,16,1.5,1.09732131075
yang,17,1.5,0.882598581278
neutral,17,1.5,1.07628992855
yang,18,1.5,0.857504777284
neutral,18,1.5,1.14397763871
yang,19,1.5,0.822572645392
neutral,19,1.5,1.12228909568
yang,20,1.5,0.785503523883
neutral,20,1.5,1.05842017676
yang,21,1.5,0.791898706924
neutral,21,1.5,1.09086797839
yang,22,1.5,0.800332600095
neutral,22,1.5,1.1512636407
yang,23,1.5,0.843942600492
neutral,23,1.5,1.12060491262
yang,24,1.5,0.800354296179
neutral,24,1.5,1.14244193612
yang,25,1.5,0.795387771286
neutral,25,1.5,1.09860449228
yang,26,1.5,0.810515391752
neutral,26,1.5,1.13116339593
yang,27,1.5,0.827701613243
neutral,27,1.5,1.07937800055
yang,28,1.5,0.781856614217
neutral,28,1.5,1.15442164036
yang,29,1.5,0.811786665761
neutral,29,1.5,1.20227681025
yang,30,1.5,0.885677587203
neutral,30,1.5,0.993117422486
yang,31,1.5,0.78388600397
neutral,31,1.5,1.09780631277
yang,32,1.5,0.798674405012
neutral,32,1.5,1.12227707208
yang,33,1.5,0.831114269127
neutral,33,1.5,1.03337864045
yang,34,1.5,0.7645352511
neutral,34,1.5,0.991217975884
yang,35,1.5,0.75037255816
neutral,35,1.5,1.15040487829
yang,36,1.5,0.822440783946
neutral,36,1.5,1.14837332974
yang,37,1.5,0.785269400238
neutral,37,1.5,1.13087503445
yang,38,1.5,0.838015257949
neutral,38,1.5,1.12572496955
yang,39,1.5,0.801663079078
neutral,39,1.5,1.01573709471
yang,40,1.5,0.777443777724
neutral,40,1.5,1.09724985122
yang,41,1.5,0.803707156338
neutral,41,1.5,1.09105613722
yang,42,1.5,0.822185684754
neutral,42,1.5,1.10136665356
yang,43,1.5,0.863758071258
neutral,43,1.5,1.14220699396
yang,44,1.5,0.767176220237
neutral,44,1.5,1.11781089065
yang,45,1.5,0.8506166437
neutral,45,1.5,1.07313248264
yang,46,1.5,0.718752049716
neutral,46,1.5,1.09015149332
yang,47,1.5,0.76574932885
neutral,47,1.5,1.11368995523
yang,48,1.5,0.757540727383
neutral,48,1.5,1.18375873517
yang,49,1.5,0.777144012139
neutral,49,1.5,1.06239823469
yang,0,1.6,0.809652480984
neutral,0,1.6,1.09725445544
yang,1,1.6,0.722732790859
neutral,1,1.6,1.15826452595
yang,2,1.6,0.80739803059
neutral,2,1.6,1.16611813943
yang,3,1.6,0.830783156794
neutral,3,1.6,1.1501393699
yang,4,1.6,0.745465435707
neutral,4,1.6,1.23322668294
yang,5,1.6,0.784233069962
neutral,5,1.6,1.10370055137
yang,6,1.6,0.84263677144
neutral,6,1.6,1.12941736906
yang,7,1.6,0.845397121538
neutral,7,1.6,1.16174807458
yang,8,1.6,0.80107682664
neutral,8,1.6,1.18167884992
yang,9,1.6,0.800107920374
neutral,9,1.6,1.18875944298
yang,10,1.6,0.747277583917
neutral,10,1.6,1.17325192123
yang,11,1.6,0.780562083621
neutral,11,1.6,1.20272138827
yang,12,1.6,0.793208498219
neutral,12,1.6,1.21311341457
yang,13,1.6,0.777777944317
neutral,13,1.6,1.18486552523
yang,14,1.6,0.807158371199
neutral,14,1.6,1.1119754006
yang,15,1.6,0.779991478953
neutral,15,1.6,1.17187592045
yang,16,1.6,0.850110949312
neutral,16,1.6,1.10921153248
yang,17,1.6,0.797760994283
neutral,17,1.6,1.1626050067
yang,18,1.6,0.770884186694
neutral,18,1.6,1.13714053012
yang,19,1.6,0.801830584316
neutral,19,1.6,1.27243901334
yang,20,1.6,0.802803841381
neutral,20,1.6,1.16605946813
yang,21,1.6,0.828638051692
neutral,21,1.6,1.18301508006
yang,22,1.6,0.844229104511
neutral,22,1.6,1.20788106563
yang,23,1.6,0.785112564053
neutral,23,1.6,1.17733747731
yang,24,1.6,0.78429217125
neutral,24,1.6,1.15906441892
yang,25,1.6,0.809595177979
neutral,25,1.6,1.17762974947
yang,26,1.6,0.825803072347
neutral,26,1.6,1.18830529573
yang,27,1.6,0.797114743734
neutral,27,1.6,1.1570028645
yang,28,1.6,0.85874999819
neutral,28,1.6,1.16224227205
yang,29,1.6,0.759110692085
neutral,29,1.6,1.14687109173
yang,30,1.6,0.815834087899
neutral,30,1.6,1.18108758519
yang,31,1.6,0.71452803378
neutral,31,1.6,1.1293580952
yang,32,1.6,0.818260350852
neutral,32,1.6,1.14861098071
yang,33,1.6,0.777640754446
neutral,33,1.6,1.24470823325
yang,34,1.6,0.810266570805
neutral,34,1.6,1.15325063235
yang,35,1.6,0.784047883416
neutral,35,1.6,1.22991379728
yang,36,1.6,0.826184491422
neutral,36,1.6,1.24181231433
yang,37,1.6,0.759240941338
neutral,37,1.6,1.16781143061
yang,38,1.6,0.814071584206
neutral,38,1.6,1.24129577167
yang,39,1.6,0.778499734935
neutral,39,1.6,1.2203815174
yang,40,1.6,0.756446246936
neutral,40,1.6,1.17550066806
yang,41,1.6,0.864466158974
neutral,41,1.6,1.14393836865
yang,42,1.6,0.755567193505
neutral,42,1.6,1.2095971205
yang,43,1.6,0.824821433649
neutral,43,1.6,1.16147938361
yang,44,1.6,0.746651914169
neutral,44,1.6,1.14002718998
yang,45,1.6,0.748488785962
neutral,45,1.6,1.1679833427
yang,46,1.6,0.743347283629
neutral,46,1.6,1.17649012183
yang,47,1.6,0.835701582536
neutral,47,1.6,1.17149835651
yang,48,1.6,0.753427978023
neutral,48,1.6,1.2027319986
yang,49,1.6,0.801517719612
neutral,49,1.6,1.14201948775
yang,0,1.7,0.774335717133
neutral,0,1.7,1.20800069435
yang,1,1.7,0.783955733032
neutral,1,1.7,1.23461990762
yang,2,1.7,0.79431251907
neutral,2,1.7,1.24648955634
yang,3,1.7,0.796291602079
neutral,3,1.7,1.2742372849
yang,4,1.7,0.893507968345
neutral,4,1.7,1.26960175487
yang,5,1.7,0.801594908317
neutral,5,1.7,1.15063013987
yang,6,1.7,0.786001454228
neutral,6,1.7,1.27557270368
yang,7,1.7,0.778550489013
neutral,7,1.7,1.16365960233
yang,8,1.7,0.820347693847
neutral,8,1.7,1.28111097947
yang,9,1.7,0.782749235336
neutral,9,1.7,1.35813077486
yang,10,1.7,0.747412227104
neutral,10,1.7,1.35123231895
yang,11,1.7,0.8619213826
neutral,11,1.7,1.15908570462
yang,12,1.7,0.811902241381
neutral,12,1.7,1.1732755139
yang,13,1.7,0.82713921372
neutral,13,1.7,1.13657075061
yang,14,1.7,0.808546742967
neutral,14,1.7,1.24860498007
yang,15,1.7,0.812321682928
neutral,15,1.7,1.22275440036
yang,16,1.7,0.761219636187
neutral,16,1.7,1.2084284184
yang,17,1.7,0.866007650916
neutral,17,1.7,1.25438639853
yang,18,1.7,0.799730683357
neutral,18,1.7,1.23638979685
yang,19,1.7,0.773813014858
neutral,19,1.7,1.13059296288
yang,20,1.7,0.770672376608
neutral,20,1.7,1.21144477511
yang,21,1.7,0.813355879593
neutral,21,1.7,1.2299727061
yang,22,1.7,0.793135829535
neutral,22,1.7,1.21578580611
yang,23,1.7,0.783696658274
neutral,23,1.7,1.17953226513
yang,24,1.7,0.803919010656
neutral,24,1.7,1.21005578951
yang,25,1.7,0.799189196955
neutral,25,1.7,1.27366607786
yang,26,1.7,0.801909467515
neutral,26,1.7,1.1304029276
yang,27,1.7,0.765350640726
neutral,27,1.7,1.22541316464
yang,28,1.7,0.79884459029
neutral,28,1.7,1.257423684
yang,29,1.7,0.768319472856
neutral,29,1.7,1.27145696415
yang,30,1.7,0.899413446307
neutral,30,1.7,1.26908174184
yang,31,1.7,0.812262449173
neutral,31,1.7,1.24940614473
yang,32,1.7,0.838345399564
neutral,32,1.7,1.25476093861
yang,33,1.7,0.824082072718
neutral,33,1.7,1.24977358273
yang,34,1.7,0.777076735979
neutral,34,1.7,1.18772038508
yang,35,1.7,0.780928953304
neutral,35,1.7,1.27094943195
yang,36,1.7,0.837470811501
neutral,36,1.7,1.22218292984
yang,37,1.7,0.829799306172
neutral,37,1.7,1.19174311656
yang,38,1.7,0.732849866661
neutral,38,1.7,1.20995669673
yang,39,1.7,0.776129165259
neutral,39,1.7,1.25450883759
yang,40,1.7,0.838231508916
neutral,40,1.7,1.2005740674
yang,41,1.7,0.845269197988
neutral,41,1.7,1.21970930783
yang,42,1.7,0.795170999458
neutral,42,1.7,1.30804853601
yang,43,1.7,0.838105311039
neutral,43,1.7,1.13874482858
yang,44,1.7,0.780766368003
neutral,44,1.7,1.22371164363
yang,45,1.7,0.761812225454
neutral,45,1.7,1.20805719499
yang,46,1.7,0.825396316626
